Index,alpha1,alpha2,result,how,sutraNum,sutraEnglish,scVasu
647,ओ,ष्,ओष्,वर्णमेलन,,,
648,ओ,स्,ओस्,वर्णमेलन,,,
649,ओ,ह्,ओह्,वर्णमेलन,,,
650,औ,अ,आव,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. "","
651,औ,अ,आ अ,लोप,8.3.19,"According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n,",
652,औ,आ,आवा,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. "","
653,औ,आ,आ आ,लोप,8.3.19,"According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n,",
654,औ,इ,आवि,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. "","
655,औ,इ,आ इ,लोप,8.3.19,"According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n,",
656,औ,ई,आवी,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. "","
657,औ,ई,आ ई,लोप,8.3.19,"According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n,",
658,औ,उ,आवु,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. "","
659,औ,उ,आ उ,लोप,8.3.19,"According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n,",
660,औ,ऊ,आवू,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. "","
661,औ,ऊ,आ ऊ,लोप,8.3.19,"According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n,",
662,औ,ऋ,आवृ,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. "","
663,औ,ऋ,आ ऋ,लोप,8.3.19,"According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n,",
664,औ,़,आव़्,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. "","
665,औ,़,आ ़,लोप,8.3.19,"According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n,",
666,औ,ऌ,आवॢ,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. "","
667,औ,ऌ,आ ऌ,लोप,8.3.19,"According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n,",
668,औ,ए,आवे,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. "","
669,औ,ए,आ ए,लोप,8.3.19,"According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n,",
670,औ,ऐ,आवै,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. "","
671,औ,ऐ,आ ऐ,लोप,8.3.19,"According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n,",
672,औ,ओ,आवो,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. "","
673,औ,ओ,आ ओ,लोप,8.3.19,"According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n,",
674,औ,औ,आवौ,यान्तवान्त,6.1.78,,"When followed by a स्वर, the letters of the एच् प्रत्याहार are respectively converted to अय्, अव्, आय् and आव् in the context of संहिता. "","
675,औ,औ,आ औ,लोप,8.3.19,"""According to Shakalya, a वकार/यकार present at end of a  पद and situated after अ/आ gets removed when it is followed by a letter from अश् प्रत्याहार in the context of संहिता.\n"",
    ",
676,औ,क्,औक्,वर्णमेलन,,,
677,औ,ख्,औख्,वर्णमेलन,,,
678,औ,ग्,औग्,वर्णमेलन,,,
679,औ,घ्,औघ्,वर्णमेलन,,,
680,औ,ङ्,औङ्,वर्णमेलन,,,
681,औ,च्,औच्,वर्णमेलन,,,
682,औ,छ्,औच्छ्,तुगागम -> श्चुत्व,6.1.76; 8.4.40,,
683,औ,छ्,औछ्,पक्षे तुगभावः,,,
684,औ,ज्,औज्,वर्णमेलन,,,
685,औ,झ्,औझ्,वर्णमेलन,,,
686,औ,ञ्,औञ्,वर्णमेलन,,,
687,औ,ट्,औट्,वर्णमेलन,,,
688,औ,ठ्,औठ्,वर्णमेलन,,,
689,औ,ड्,औड्,वर्णमेलन,,,
690,औ,ढ्,औढ्,वर्णमेलन,,,
691,औ,ण्,औण्,वर्णमेलन,,,
692,औ,त्,औत्,वर्णमेलन,,,
693,औ,थ्,औथ्,वर्णमेलन,,,
694,औ,द्,औद्,वर्णमेलन,,,
695,औ,ध्,औध्,वर्णमेलन,,,
696,औ,न्,औन्,वर्णमेलन,,,
697,औ,प्,औप्,वर्णमेलन,,,
698,औ,फ्,औफ्,वर्णमेलन,,,
699,औ,ब्,औब्,वर्णमेलन,,,
700,औ,भ्,औभ्,वर्णमेलन,,,
701,औ,म्,औम्,वर्णमेलन,,,
702,औ,य्,औय्,वर्णमेलन,,,
703,औ,र्,और्,वर्णमेलन,,,
704,औ,ल्,औल्,वर्णमेलन,,,
705,औ,व्,औव्,वर्णमेलन,,,
706,औ,श्,औश्,वर्णमेलन,,,
707,औ,ष्,औष्,वर्णमेलन,,,
708,औ,स्,औस्,वर्णमेलन,,,
709,औ,ह्,औह्,वर्णमेलन,,,
710,क्,अ,ग,जश्त्व,8.2.39," ""A झल् letter occurring at end of a पद is converted to the corresponding जश् letter."",
    
    ","""A झल् letter occurring at end of a पद is converted to the corresponding जश् letter."",
    "
711,क्,आ,गा,जश्त्व,8.2.39,"""A झल् letter occurring at end of a पद is converted to the corresponding जश् letter."",
    ","A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,"
712,क्,इ,गि,जश्त्व,8.2.39,"A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,","A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,"
713,क्,ई,गी,जश्त्व,8.2.39,"A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,","A झल् letter occurring at end of a पद is converted to the corresponding जश् letter.,"
